dataset,cell_type,ctr,treatment,p_value,delta,test_type,p_value_type
op,CD4T,DMSO,Dabrafenib,2.6523571010470915e-05,2.4520991194407475,mixed-effect,corrected
op,CD4T,DMSO,Dactolisib,0.6150722881906163,-1.023267408954171,mixed-effect,corrected
op,CD4T,DMSO,Dasatinib,0.5755228478174759,3.7018339018890507,mixed-effect,corrected
op,CD4T,DMSO,Decitabine,0.07312834106169581,3.999163105921776,mixed-effect,corrected
op,CD4T,DMSO,Defactinib,0.0005902937866508807,-6.681892433592988,mixed-effect,corrected
op,CD4T,DMSO,Desloratadine,0.08616545492490303,4.563424909454086,mixed-effect,corrected
op,CD4T,DMSO,Disulfiram,0.8130938181904553,0.7621867841295433,mixed-effect,corrected
op,CD4T,DMSO,Dovitinib,1.082387010061588e-05,14.97443603898543,mixed-effect,corrected
op,CD4T,DMSO,Doxorubicin,6.5511520669512276e-93,25.03097699702795,mixed-effect,corrected
op,CD4T,DMSO,FK 866,0.06333988380038974,6.42099334974692,mixed-effect,corrected
op,CD4T,DMSO,Flutamide,0.9873889858122548,-0.03932590676581427,mixed-effect,corrected
op,CD4T,DMSO,Foretinib,1.243153102852887e-05,-10.412211784314659,mixed-effect,corrected
op,CD4T,DMSO,GLPG0634,1.0410138909675309e-05,-9.570289957447608,mixed-effect,corrected
op,CD4T,DMSO,GO-6976,0.8002348925318902,-1.0883482711766892,mixed-effect,corrected
op,CD4T,DMSO,GSK-1070916,2.2786089744872981e-07,3.7331580960122888,mixed-effect,corrected
op,CD4T,DMSO,GSK256066,0.684437575505395,2.041181077651591,mixed-effect,corrected
op,CD4T,DMSO,GW843682X,0.008362521636518466,10.171083050046784,mixed-effect,corrected
op,CD4T,DMSO,Ganetespib (STA-9090),0.7459151489626776,1.2513244678718012,mixed-effect,corrected
op,CD4T,DMSO,HMN-214,0.818320875546699,2.2906429547364193,mixed-effect,corrected
op,CD4T,DMSO,HYDROXYUREA,0.727915730241768,-0.8687646206849884,mixed-effect,corrected
op,CD4T,DMSO,I-BET151,0.001241118929338114,7.703276068524853,mixed-effect,corrected
op,CD4T,DMSO,IKK Inhibitor VII,2.0546168829693118e-07,-2.505389211800775,mixed-effect,corrected
op,CD4T,DMSO,IMD-0354,5.181965497168703e-06,8.868875959655359,mixed-effect,corrected
op,CD4T,DMSO,IN1451,0.012191436719071896,-27.283346784738402,mixed-effect,corrected
op,CD4T,DMSO,Idelalisib,0.7037442111572823,1.2026962237366896,mixed-effect,corrected
op,CD4T,DMSO,Imatinib,0.9751309803544904,0.05672050266078147,mixed-effect,corrected
op,CD4T,DMSO,Isoniazid,0.3774354210939457,-3.4045725707917285,mixed-effect,corrected
op,CD4T,DMSO,Ixabepilone,0.07789346144939725,4.728640317026513,mixed-effect,corrected
op,CD4T,DMSO,K-02288,0.4885068092480895,4.310853032399781,mixed-effect,corrected
op,CD4T,DMSO,Ketoconazole,0.44870014139046777,7.697631206629011,mixed-effect,corrected
op,CD4T,DMSO,LDN 193189,0.2748955029474511,2.746924400665977,mixed-effect,corrected
op,CD4T,DMSO,LY2090314,1.8859647192506363e-06,-20.83591848819157,mixed-effect,corrected
op,CD4T,DMSO,Lamivudine,0.010929981511658308,-2.8833162714108975,mixed-effect,corrected
op,CD4T,DMSO,Lapatinib,0.727915730241768,-1.1964896995528942,mixed-effect,corrected
op,CD4T,DMSO,Linagliptin,0.8451853651810148,-0.704639584857007,mixed-effect,corrected
op,CD4T,DMSO,MGCD-265,0.5346443394365779,-4.152174001674395,mixed-effect,corrected
op,CD4T,DMSO,MK-5108,0.8906329718754973,-0.5529865924681919,mixed-effect,corrected
op,CD4T,DMSO,MLN 2238,3.443720628650991e-16,22.451436002508803,mixed-effect,corrected
op,CD4T,DMSO,Masitinib,0.5755228478174759,2.0722648551061034,mixed-effect,corrected
op,CD4T,DMSO,Methotrexate,0.6115419223515458,1.6795269723741886,mixed-effect,corrected
op,CD4T,DMSO,Midostaurin,0.9873889858122548,-0.08340139933879225,mixed-effect,corrected
op,CD4T,DMSO,Mometasone Furoate,0.02825192904469695,-3.2178117389483223,mixed-effect,corrected
op,CD4T,DMSO,Mubritinib (TAK 165),0.11163985351252682,-4.62131026021989,mixed-effect,corrected
op,CD4T,DMSO,Navitoclax,0.0002993329138609328,5.287155030229279,mixed-effect,corrected
op,CD4T,DMSO,Nefazodone,0.9723531229503084,-0.06274284000585251,mixed-effect,corrected
op,CD4T,DMSO,Nilotinib,0.003002264013897786,-8.966123756219863,mixed-effect,corrected
op,CD4T,DMSO,O-Demethylated Adapalene,0.07342350668741512,-2.038152695443353,mixed-effect,corrected
op,CD4T,DMSO,OSI-930,0.6997587810195567,2.1866787677902404,mixed-effect,corrected
op,CD4T,DMSO,Oxybenzone,0.9334135406578802,-0.5356021964512104,mixed-effect,corrected
op,CD4T,DMSO,PD-0325901,0.14475574399685007,3.9629455541981713,mixed-effect,corrected
op,CD4T,DMSO,PF-03814735,0.5000197040754519,-2.3819232313935053,mixed-effect,corrected
op,CD4T,DMSO,PF-04691502,0.014553849276923872,-4.159162734359659,mixed-effect,corrected
op,CD4T,DMSO,PRT-062607,0.009007181474223943,-3.288610903376462,mixed-effect,corrected
op,CD4T,DMSO,Palbociclib,0.3744182877854998,-3.5455343854596233,mixed-effect,corrected
op,CD4T,DMSO,Penfluridol,0.20530843989070732,2.6070444566249904,mixed-effect,corrected
op,CD4T,DMSO,Perhexiline,0.8451853651810148,-1.5607482624909799,mixed-effect,corrected
op,CD4T,DMSO,Phenylbutazone,0.24203615763372446,4.534282959483337,mixed-effect,corrected
op,CD4T,DMSO,Pitavastatin Calcium,0.04627633730554518,10.460177014353249,mixed-effect,corrected
op,CD4T,DMSO,Pomalidomide,5.672452992854882e-07,7.559546171826667,mixed-effect,corrected
op,CD4T,DMSO,Porcn Inhibitor III,0.04132843527184814,4.033706039560855,mixed-effect,corrected
op,CD4T,DMSO,Prednisolone,0.5755228478174759,-1.2072515099103864,mixed-effect,corrected
op,CD4T,DMSO,Proscillaridin A;Proscillaridin-A,0.38270932611608677,-4.048608412873723,mixed-effect,corrected
op,CD4T,DMSO,Protriptyline,0.8451853651810148,0.6848296417535712,mixed-effect,corrected
op,CD4T,DMSO,Quizartinib,0.48324302799236546,3.092064954851177,mixed-effect,corrected
op,CD4T,DMSO,R428,0.818320875546699,-1.6331258859037519,mixed-effect,corrected
op,CD4T,DMSO,RG7090,0.8451853651810148,-2.782920556971078,mixed-effect,corrected
op,CD4T,DMSO,RG7112,3.0712815673975856e-07,16.631583123604003,mixed-effect,corrected
op,CD4T,DMSO,RN-486,0.8451853651810148,1.022295444959018,mixed-effect,corrected
op,CD4T,DMSO,RVX-208,4.380214050097796e-33,7.294169387247609,mixed-effect,corrected
op,CD4T,DMSO,Raloxifene,0.8451853651810148,-1.870618357263922,mixed-effect,corrected
op,CD4T,DMSO,Resminostat,0.4570210793615915,1.7782620007582797,mixed-effect,corrected
op,CD4T,DMSO,Ricolinostat,3.1132789489218224e-25,7.956238357192189,mixed-effect,corrected
op,CD4T,DMSO,Riociguat,0.5632243568463977,-1.8877557023700906,mixed-effect,corrected
op,CD4T,DMSO,Ruxolitinib,0.003512939191076275,-6.9408546303322325,mixed-effect,corrected
op,CD4T,DMSO,SB525334,0.8451853651810148,-2.338995074171493,mixed-effect,corrected
op,CD4T,DMSO,SCH-58261,0.5000197040754519,-2.4145163895548243,mixed-effect,corrected
op,CD4T,DMSO,SLx-2119,0.025725727541796833,-3.0601464801154514,mixed-effect,corrected
op,CD4T,DMSO,STK219801,0.8849583043086323,0.5827865873682327,mixed-effect,corrected
op,CD4T,DMSO,Saracatinib,0.06796333544854076,-5.744390769098042,mixed-effect,corrected
op,CD4T,DMSO,Scriptaid,0.2090934443786475,-4.628151663458472,mixed-effect,corrected
op,CD4T,DMSO,Selumetinib,0.1377005270476678,-3.5211165770436943,mixed-effect,corrected
op,CD4T,DMSO,Sgc-cbp30,0.001885168198145428,10.013760115272738,mixed-effect,corrected
op,CD4T,DMSO,Sunitinib,0.11113653911208113,1.4627664778689777,mixed-effect,corrected
op,CD4T,DMSO,TGX 221,0.8906329718754973,0.5990705078646054,mixed-effect,corrected
op,CD4T,DMSO,TIE2 Kinase Inhibitor,0.9873889858122548,0.024478501435889182,mixed-effect,corrected
op,CD4T,DMSO,TL_HRAS26,0.420146217088213,-2.5429237361632437,mixed-effect,corrected
op,CD4T,DMSO,TPCA-1,0.8096231706406195,-0.7750335726810107,mixed-effect,corrected
op,CD4T,DMSO,TR-14035,0.08435323207545056,-3.6245210344824415,mixed-effect,corrected
op,CD4T,DMSO,Tacalcitol,0.00026139550723605864,-4.6233649216094745,mixed-effect,corrected
op,CD4T,DMSO,Tamatinib,2.7029712539380307e-07,-5.272728458651334,mixed-effect,corrected
op,CD4T,DMSO,Tipifarnib,0.0003421034402671887,3.674518387637447,mixed-effect,corrected
op,CD4T,DMSO,Tivantinib,0.5590581056190592,-1.3793479212987136,mixed-effect,corrected
op,CD4T,DMSO,Tivozanib,7.322209856325733e-13,2.8302462027462343,mixed-effect,corrected
op,CD4T,DMSO,Topotecan,0.14475574399685007,6.63259590575828,mixed-effect,corrected
op,CD4T,DMSO,Tosedostat,0.18857760436375254,-2.0578176801525436,mixed-effect,corrected
op,CD4T,DMSO,Trametinib,0.4902205523146216,1.3934164955341828,mixed-effect,corrected
op,CD4T,DMSO,Vandetanib,0.16763518209175476,-1.6415741115571387,mixed-effect,corrected
op,CD4T,DMSO,Vanoxerine,0.8451853651810148,1.600280342179943,mixed-effect,corrected
op,CD4T,DMSO,Vardenafil,0.8906329718754973,0.6368213233961626,mixed-effect,corrected
op,CD4T,DMSO,Vorinostat,0.37654731862667734,-5.105734234229441,mixed-effect,corrected
op,CD4T,DMSO,YK 4-279,0.023443641835388843,3.5833988301187767,mixed-effect,corrected
op,CD8T,DMSO,5-(9-Isopropyl-8-methyl-2-morpholino-9H-purin-6-yl)pyrimidin-2-amine,0.0028397844059995865,8.086012393319152,mixed-effect,corrected
op,CD8T,DMSO,ABT-199 (GDC-0199),0.47473498794536123,3.928774928173519,mixed-effect,corrected
op,CD8T,DMSO,ABT737,0.028081079720652945,4.623293730100025,mixed-effect,corrected
op,CD8T,DMSO,AMD-070 (hydrochloride),0.11745135108712995,-1.6315324672898253,mixed-effect,corrected
op,CD8T,DMSO,AT 7867,0.00024696702749663296,12.038443449258144,mixed-effect,corrected
op,CD8T,DMSO,AT13387,0.08481538686456197,5.521549499521654,mixed-effect,corrected
op,CD8T,DMSO,AVL-292,0.007983280367388405,4.185180387030149,mixed-effect,corrected
op,CD8T,DMSO,AZ628,0.6550055109015664,2.17003421693397,mixed-effect,corrected
op,CD8T,DMSO,AZD-8330,0.9274443152259105,-0.5451000233254414,mixed-effect,corrected
op,CD8T,DMSO,AZD3514,2.286391516210106e-05,9.40579482138916,mixed-effect,corrected
op,CD8T,DMSO,AZD4547,0.9754506348498935,0.3971599994866513,mixed-effect,corrected
op,CD8T,DMSO,Alogliptin,0.11864857318020706,5.531084407239537,mixed-effect,corrected
op,CD8T,DMSO,Amiodarone,0.7725381790646473,1.537061149328025,mixed-effect,corrected
op,CD8T,DMSO,Atorvastatin,0.00017475784943892718,6.369307932624167,mixed-effect,corrected
op,CD8T,DMSO,Azacitidine,0.6744449705474936,1.8784659461894837,mixed-effect,corrected
op,CD8T,DMSO,BAY 61-3606,1.1361003933325708e-06,16.538040946313306,mixed-effect,corrected
op,CD8T,DMSO,BAY 87-2243,2.558357015944514e-20,10.42126409397529,mixed-effect,corrected
op,CD8T,DMSO,BI-D1870,0.5283212780585729,2.1828604358618127,mixed-effect,corrected
op,CD8T,DMSO,BMS-265246,0.4150806584414324,3.21915572317001,mixed-effect,corrected
op,CD8T,DMSO,BMS-387032,0.12221961983456738,15.659824998932452,mixed-effect,corrected
op,CD8T,DMSO,BMS-536924,0.7133133907474442,1.2211528933382094,mixed-effect,corrected
op,CD8T,DMSO,BMS-777607,0.4604130361013302,4.511217492093749,mixed-effect,corrected
op,CD8T,DMSO,BX 912,0.10868383199854527,6.921029309166309,mixed-effect,corrected
op,CD8T,DMSO,Bosutinib,1.6535600075007937e-05,7.962673459362442,mixed-effect,corrected
op,CD8T,DMSO,Buspirone,0.24271280251464256,3.411244495096317,mixed-effect,corrected
op,CD8T,DMSO,CC-401,0.7033290721705718,1.9847643808804492,mixed-effect,corrected
op,CD8T,DMSO,CEP-18770 (Delanzomib),0.08277608364196813,-4.717208987977604,mixed-effect,corrected
op,CD8T,DMSO,CEP-37440,0.027298172343618667,10.022977638398686,mixed-effect,corrected
op,CD8T,DMSO,CGM-097,4.5234742212699815e-07,29.682169345301432,mixed-effect,corrected
op,CD8T,DMSO,CHIR-99021,0.09887747168013433,-2.979619005845862,mixed-effect,corrected
op,CD8T,DMSO,Cabozantinib,0.4136599268486712,2.9010449674660683,mixed-effect,corrected
op,CD8T,DMSO,Canertinib,0.0005497535701561359,9.515975311965974,mixed-effect,corrected
op,CD8T,DMSO,Ceritinib,0.00018560920720281246,6.438523381382083,mixed-effect,corrected
op,CD8T,DMSO,Chlorpheniramine,0.0001849582964733122,10.750105273949963,mixed-effect,corrected
op,CD8T,DMSO,Clemastine,0.707113004001575,-2.9613281600977266,mixed-effect,corrected
op,CD8T,DMSO,Clomipramine,0.008982080266851617,7.475256642848755,mixed-effect,corrected
op,CD8T,DMSO,Clotrimazole,0.36245592834220886,2.5253311935566294,mixed-effect,corrected
op,CD8T,DMSO,Colchicine,0.49930483078910093,1.4197668937240167,mixed-effect,corrected
op,CD8T,DMSO,Colforsin,0.4325134928783416,5.424436074421085,mixed-effect,corrected
op,CD8T,DMSO,Crizotinib,0.6594557846968534,0.947363269121316,mixed-effect,corrected
op,CD8T,DMSO,Dabrafenib,0.6993814204616741,0.5897403202627061,mixed-effect,corrected
op,CD8T,DMSO,Dactolisib,0.20256204754113308,3.637105918953315,mixed-effect,corrected
op,CD8T,DMSO,Dasatinib,2.811062351877421e-13,12.011321967675164,mixed-effect,corrected
op,CD8T,DMSO,Decitabine,0.28812705462516713,-5.265051867080312,mixed-effect,corrected
op,CD8T,DMSO,Defactinib,0.707113004001575,-1.5527235229679943,mixed-effect,corrected
op,CD8T,DMSO,Desloratadine,0.0013230218271082827,7.737830710261069,mixed-effect,corrected
op,CD8T,DMSO,Disulfiram,0.15935578089017943,11.168043251359677,mixed-effect,corrected
op,CD8T,DMSO,Dovitinib,3.3644172921402403e-10,15.458049479667087,mixed-effect,corrected
op,CD8T,DMSO,Doxorubicin,0.0028397844059995865,15.95070573644862,mixed-effect,corrected
op,CD8T,DMSO,FK 866,8.27280329652944e-05,13.381629462485193,mixed-effect,corrected
op,CD8T,DMSO,Flutamide,0.28812705462516713,4.409764864808817,mixed-effect,corrected
op,CD8T,DMSO,Foretinib,0.004662742479207326,5.098287815051833,mixed-effect,corrected
op,CD8T,DMSO,GLPG0634,0.707113004001575,-0.940536880542633,mixed-effect,corrected
op,CD8T,DMSO,GO-6976,0.26498526541863104,6.372081386673983,mixed-effect,corrected
op,CD8T,DMSO,GSK-1070916,0.018807639009944074,10.12308133795172,mixed-effect,corrected
op,CD8T,DMSO,GSK256066,3.791572511275455e-05,12.000535254235215,mixed-effect,corrected
op,CD8T,DMSO,GW843682X,0.552107567095007,4.319862959038876,mixed-effect,corrected
op,CD8T,DMSO,Ganetespib (STA-9090),0.5656166274152621,2.919758095171119,mixed-effect,corrected
op,CD8T,DMSO,HMN-214,0.7084696553643985,-1.854431821204912,mixed-effect,corrected
op,CD8T,DMSO,HYDROXYUREA,0.00224275002321947,7.310547250243549,mixed-effect,corrected
op,CD8T,DMSO,I-BET151,0.0028397844059995865,14.294306605742898,mixed-effect,corrected
op,CD8T,DMSO,IKK Inhibitor VII,0.21575959316774704,4.9232709657382925,mixed-effect,corrected
op,CD8T,DMSO,IMD-0354,1.3381828680268224e-05,22.18539289568823,mixed-effect,corrected
op,CD8T,DMSO,Idelalisib,0.552107567095007,2.64281159693049,mixed-effect,corrected
op,CD8T,DMSO,Imatinib,0.633464037543228,-0.4202757250421219,mixed-effect,corrected
op,CD8T,DMSO,Isoniazid,0.08958121727541006,4.522661203749881,mixed-effect,corrected
op,CD8T,DMSO,Ixabepilone,0.27583564162401447,3.5286114434766773,mixed-effect,corrected
op,CD8T,DMSO,K-02288,0.707113004001575,2.1831258136737874,mixed-effect,corrected
op,CD8T,DMSO,Ketoconazole,5.639775037980955e-15,12.196501444039406,mixed-effect,corrected
op,CD8T,DMSO,LDN 193189,0.003064022919846778,5.485952618530651,mixed-effect,corrected
op,CD8T,DMSO,LY2090314,9.872228645270145e-06,-10.64859187476025,mixed-effect,corrected
op,CD8T,DMSO,Lamivudine,0.02704338396209136,8.322146833910097,mixed-effect,corrected
op,CD8T,DMSO,Lapatinib,0.22164806673765747,4.552449643142798,mixed-effect,corrected
op,CD8T,DMSO,Linagliptin,0.3956230704597759,1.8833625542164707,mixed-effect,corrected
op,CD8T,DMSO,MGCD-265,0.49528687746503663,-1.400167235412681,mixed-effect,corrected
op,CD8T,DMSO,MK-5108,5.102903988249381e-07,7.65182847680569,mixed-effect,corrected
op,CD8T,DMSO,MLN 2238,0.06220951258226365,-5.600484772814203,mixed-effect,corrected
op,CD8T,DMSO,Masitinib,0.5892037890368625,0.4866518631053367,mixed-effect,corrected
op,CD8T,DMSO,Methotrexate,0.027298172343618667,4.37246093893873,mixed-effect,corrected
op,CD8T,DMSO,Midostaurin,0.08481538686456197,8.29934238902818,mixed-effect,corrected
op,CD8T,DMSO,Mometasone Furoate,2.3442907975056384e-34,21.942473260001897,mixed-effect,corrected
op,CD8T,DMSO,Mubritinib (TAK 165),7.306646879949307e-25,12.81434313724554,mixed-effect,corrected
op,CD8T,DMSO,Navitoclax,0.08351393719090315,9.27846277072941,mixed-effect,corrected
op,CD8T,DMSO,Nefazodone,0.11745135108712995,2.749169268022816,mixed-effect,corrected
op,CD8T,DMSO,Nilotinib,4.375078938296284e-46,6.358566015879099,mixed-effect,corrected
op,CD8T,DMSO,O-Demethylated Adapalene,0.34698216517395375,5.583353827213007,mixed-effect,corrected
op,CD8T,DMSO,OSI-930,0.5156330445437393,-2.437930832546878,mixed-effect,corrected
op,CD8T,DMSO,Oprozomib (ONX 0912),0.1757811898773431,-6.9821240149753585,mixed-effect,corrected
op,CD8T,DMSO,Oxybenzone,0.4984965261410999,2.7003326693034255,mixed-effect,corrected
op,CD8T,DMSO,PD-0325901,1.3871254175038917e-07,5.475186847194985,mixed-effect,corrected
op,CD8T,DMSO,PF-03814735,0.09476874970248164,3.952646707679644,mixed-effect,corrected
op,CD8T,DMSO,PF-04691502,0.0004071166853595978,5.791222329597152,mixed-effect,corrected
op,CD8T,DMSO,PRT-062607,0.0006347320563324331,2.771815962854042,mixed-effect,corrected
op,CD8T,DMSO,Palbociclib,0.15640778253029336,2.8352983338452598,mixed-effect,corrected
op,CD8T,DMSO,Penfluridol,0.3791174907272551,6.857908885944501,mixed-effect,corrected
op,CD8T,DMSO,Perhexiline,5.495406882901445e-05,9.074655225959077,mixed-effect,corrected
op,CD8T,DMSO,Phenylbutazone,4.608945397373664e-09,8.062410944506723,mixed-effect,corrected
op,CD8T,DMSO,Pitavastatin Calcium,0.027298172343618667,15.447293442133267,mixed-effect,corrected
op,CD8T,DMSO,Pomalidomide,0.002917820850944243,9.82360983698745,mixed-effect,corrected
op,CD8T,DMSO,Porcn Inhibitor III,0.18127076109227835,2.4730558329937273,mixed-effect,corrected
op,CD8T,DMSO,Prednisolone,0.0005354879796741724,8.863286920952987,mixed-effect,corrected
op,CD8T,DMSO,Proscillaridin A;Proscillaridin-A,0.0003762623311274604,12.779934607880683,mixed-effect,corrected
op,CD8T,DMSO,Protriptyline,0.16584240658900817,5.52216693213497,mixed-effect,corrected
op,CD8T,DMSO,Quizartinib,0.005932297682407091,10.81465909210315,mixed-effect,corrected
op,CD8T,DMSO,R428,0.08274764230664036,7.012909926648272,mixed-effect,corrected
op,CD8T,DMSO,RG7090,0.6894565788543606,0.9613825570545108,mixed-effect,corrected
op,CD8T,DMSO,RG7112,1.4452036232589654e-06,17.527679534932624,mixed-effect,corrected
op,CD8T,DMSO,RN-486,0.9754506348498935,-0.12302320388546184,mixed-effect,corrected
op,CD8T,DMSO,RVX-208,0.0006635554896734169,7.143628262822555,mixed-effect,corrected
op,CD8T,DMSO,Raloxifene,0.8296537912542016,0.6457130247863082,mixed-effect,corrected
op,CD8T,DMSO,Resminostat,0.4325134928783416,1.6786719984987715,mixed-effect,corrected
op,CD8T,DMSO,Ricolinostat,0.8296537912542016,1.1554101649125719,mixed-effect,corrected
op,CD8T,DMSO,Riociguat,0.47473498794536123,1.21286861947785,mixed-effect,corrected
op,CD8T,DMSO,Ruxolitinib,0.0015386658230808056,5.231346745208896,mixed-effect,corrected
op,CD8T,DMSO,SB525334,0.9754506348498935,-0.06443474835937953,mixed-effect,corrected
op,CD8T,DMSO,SCH-58261,0.21575959316774704,1.038367115704536,mixed-effect,corrected
op,CD8T,DMSO,SLx-2119,0.010551796656792619,6.037178893794201,mixed-effect,corrected
op,CD8T,DMSO,STK219801,0.0025682694476331096,6.853128928925042,mixed-effect,corrected
op,CD8T,DMSO,Saracatinib,0.6543158507006015,-1.195512315905238,mixed-effect,corrected
op,CD8T,DMSO,Scriptaid,0.01044192102740917,8.261044675121147,mixed-effect,corrected
op,CD8T,DMSO,Selumetinib,0.49528687746503663,2.7835309155972436,mixed-effect,corrected
op,CD8T,DMSO,Sgc-cbp30,0.027298172343618667,7.425764770670564,mixed-effect,corrected
op,CD8T,DMSO,Sunitinib,0.5530079651873933,2.97534865514271,mixed-effect,corrected
op,CD8T,DMSO,TGX 221,6.224545334903511e-07,7.029512683083074,mixed-effect,corrected
op,CD8T,DMSO,TIE2 Kinase Inhibitor,0.005932297682407091,6.790326537999697,mixed-effect,corrected
op,CD8T,DMSO,TL_HRAS26,0.4546048186325997,2.5250653455036627,mixed-effect,corrected
op,CD8T,DMSO,TPCA-1,0.07741987227498233,5.26716750775617,mixed-effect,corrected
op,CD8T,DMSO,TR-14035,0.47473498794536123,-1.2909039150850958,mixed-effect,corrected
op,CD8T,DMSO,Tacalcitol,4.751191048740817e-21,5.018314015327529,mixed-effect,corrected
op,CD8T,DMSO,Tamatinib,0.4136599268486712,1.1016762846692625,mixed-effect,corrected
op,CD8T,DMSO,Tipifarnib,4.3829118798638676e-07,9.29120666868503,mixed-effect,corrected
op,CD8T,DMSO,Tivantinib,0.023629101658768855,7.424777712402772,mixed-effect,corrected
op,CD8T,DMSO,Tivozanib,0.6337816147550349,3.8526859731810728,mixed-effect,corrected
op,CD8T,DMSO,Topotecan,0.12252434195125132,6.737738212341516,mixed-effect,corrected
op,CD8T,DMSO,Tosedostat,0.24145146043828142,7.4899971453407375,mixed-effect,corrected
op,CD8T,DMSO,Trametinib,0.06615842785903205,6.0251625308132475,mixed-effect,corrected
op,CD8T,DMSO,Vandetanib,1.6142147398500356e-05,9.415794618395731,mixed-effect,corrected
op,CD8T,DMSO,Vanoxerine,0.9897581578864929,-0.04923689770519482,mixed-effect,corrected
op,CD8T,DMSO,Vardenafil,0.6594557846968534,3.7374750100388874,mixed-effect,corrected
op,CD8T,DMSO,Vorinostat,0.15926112168439818,4.258325270028611,mixed-effect,corrected
op,CD8T,DMSO,YK 4-279,0.8442925502832445,1.5360401204832594,mixed-effect,corrected
